Well,Date,Oil,Gas,Water,InjGas,InjWtr
SCU_33A-08,1/1/2000,2947,15785,1963,,
SRU_21-27,3/1/1983,2948,20360,11275,,
SCU_24A-05,2/1/1993,2949,144559,121,,
SCU_33-05,7/1/1980,2951,85761,124,,
SRU_12-27,11/1/1982,2952,9550,11132,,
SCU_13-34,11/1/1997,2952,4855,1545,,
SRU_13-27,10/1/2016,2952,441,17387,,
SCU_33-33,10/1/2010,2954,1289,3000,,
SCU_44B-33,7/1/2016,2954,40,15417,,
SCU_33-05,4/1/1982,2955,38513,127,,
SRU_23-22,1/1/1975,2956,27056,9570,,
SRU_23-15,12/1/1981,2956,105180,10938,,
SRU_21-22,5/1/1984,2956,2013,27622,,
SCU_34-08,1/1/1991,2956,296019,3600,,
SCU_41B-09,2/1/1992,2956,387393,278,,
SRU_41-33,9/1/2002,2957,20408,56858,,
SRU_12-15,9/1/1982,2958,6947,18124,,
SRU_32-33,8/1/1988,2959,8169,14096,,
SCU_41-05,6/1/1994,2959,441872,439,,
SCU_13-34,2/1/2005,2959,2710,1932,,
SRU_34-10,11/1/1962,2960,1538,2733,,
SRU_23-27,2/1/1974,2960,46187,12144,,
SRU_12-15,2/1/1980,2960,9720,16119,,
SCU_33-33,12/1/2011,2960,2311,2384,,
SRU_43A-15,7/1/1963,2961,795,741,,
SRU_14A-33,3/1/1983,2962,132857,3350,,
SCU_343-33,6/1/1991,2962,84228,622,,
SCU_13-34,8/1/2003,2962,4230,1465,,
SRU_32A-33,5/1/2007,2962,232,38012,,
SRU_41A-15,3/1/2017,2962,1142,29544,,
SRU_14-22,10/1/1965,2963,788,477,,
SCU_12A-04,1/1/1994,2963,565464,285,,
SRU_32A-15,7/1/1996,2963,22186,380,,
SCU_11-16,8/1/1975,2964,95095,13,,
SCU_34-08,4/1/1988,2964,224685,3545,,
SCU_41-05,11/1/1991,2964,357571,424,,
SCU_32-08,6/1/2005,2964,1005,512,,
SCU_32-08,4/1/1996,2965,52659,482,,
SRU_41A-15,11/1/1975,2966,3702,9480,,
SCU_33-05,11/1/1979,2966,77978,58,,
SRU_41A-15,5/1/2017,2967,3219,29577,,
SCU_43-09,10/1/1967,2968,2233,11780,,
SCU_33-33,8/1/1995,2968,222180,1150,,
SCU_44B-33,6/1/2016,2968,3200,12647,,
SCU_34-08,11/1/1990,2969,289055,3359,,
SRU_12-27,9/1/1991,2969,3912,20681,,
SCU_32-08,2/1/1987,2970,157393,186,,
SCU_332-04,8/1/2006,2970,,26,,
SRU_23-33,3/1/1982,2972,91191,960,,
SCU_14A-05,8/1/1982,2972,70465,10810,,
SCU_34-08,10/1/1988,2972,276411,3931,,
SCU_33A-08,3/1/1993,2972,227548,74,,
SCU_43-09,7/1/1994,2973,471271,365,,
SRU_34-10,8/1/1983,2975,34515,33981,,
SCU_14-05,1/1/1972,2976,1446,5527,,
SCU_21B-16,11/1/1994,2976,307022,545,,
SRU_41A-15,9/1/2013,2976,1120,9017,,
SRU_41A-15,12/1/2016,2976,3891,29332,,
SCU_43-09,5/1/1994,2977,561787,510,,
SCU_24A-05,1/1/1999,2977,132530,72,,
SRU_23-22,7/1/1981,2978,99202,7106,,
SCU_34-08,8/1/1989,2978,259555,3973,,
SRU_23-22,10/1/1977,2979,7622,10075,,
SRU_32A-33,8/1/2006,2979,,48613,,
SCU_44-33,10/1/2015,2979,1682,7753,,
SCU_34-08,6/1/1969,2980,3079,485,,
SCU_32-05,5/1/1973,2980,2665,2751,,
SCU_332-04,2/1/2002,2982,8271,29,,
SRU_34-28,9/1/1970,2983,15169,11932,,
SRU_14A-33,9/1/1981,2983,40492,3800,,
SCU_34-04,12/1/1986,2983,439412,5403,,
SRU_32A-33,6/1/1999,2983,12187,27946,,
SCU_32-08,7/1/2003,2983,498,2560,,
SRU_41A-15,1/1/1980,2984,1491,11529,,
SCU_34-08,6/1/1988,2984,244696,3700,,
SCU_43A-04,7/1/1996,2984,1059,220,,
SCU_44B-33,3/1/2017,2984,10956,20507,,
SRU_12-15,1/1/1982,2985,70214,17130,,
SCU_32B-09,6/1/1997,2985,215797,4413,,
SRU_41-33,2/1/1998,2985,21700,58499,,
SCU_332-04,11/1/2012,2985,76,13,,
SCU_43A-08,10/1/1978,2986,30407,432,,
SRU_34-10,7/1/1982,2986,4897,16146,,
SCU_32-09,6/1/1972,2987,90380,92,,
SRU_21-27,8/1/1982,2989,30652,6888,,
SCU_34-08,8/1/1990,2989,276807,3178,,
SRU_12-15,9/1/1969,2990,24851,843,,
SRU_234-15,9/1/1969,2990,2443,7320,,
SCU_43A-08,2/1/1983,2990,20217,410,,
SCU_332-04,6/1/2005,2990,12,,,
SRU_12-15,4/1/1985,2992,3948,18473,,
SCU_323-09,6/1/1998,2992,386,308,,
SCU_12-03,5/1/1979,2993,103299,1728,,
SRU_234-15,8/1/1969,2995,2690,6988,,
SRU_21-22,3/1/1985,2995,23460,28144,,
SRU_21-27,3/1/1985,2995,5567,12433,,
SCU_24-09,12/1/1989,2995,331467,719,,
SCU_24A-09,12/1/1989,2995,331467,719,,
SCU_33A-08,2/1/1992,2995,157511,52,,
SCU_24A-05,7/1/1993,2995,177352,157,,
SRU_21A-34,10/1/2009,2995,7379,45954,,
SCU_34-08,8/1/1980,2996,155877,4588,,
SRU_34-28,1/1/1982,2996,101872,27881,,
SCU_34-08,10/1/1990,2996,288795,3317,,
SCU_43A-08,4/1/1984,2998,6782,205,,
SRU_12-27,10/1/1990,2998,2497,29597,,
SRU_23-33,10/1/1991,2998,39800,1040,,
SCU_323-04,3/1/1996,2998,317,912,,
SCU_332-04,10/1/2004,2998,274,,,
SCU_343-33,8/1/1991,2999,46576,1022,,
SCU_33-05,8/1/1994,2999,24980,38,,
SRU_21-15,4/1/1965,3000,635,4500,,
SCU_43-09,2/1/1989,3000,417537,264,,
SCU_34-08,9/1/1989,3000,273995,4018,,
SRU_32A-33,11/1/2000,3000,4469,28999,,
SRU_23-22,8/1/1975,3001,4533,18073,,
SRU_13-27,2/1/2016,3003,3197,19697,,
SRU_23-22,11/1/1976,3004,5591,14520,,
SCU_31-08,1/1/1993,3004,182348,200,,
SCU_43B-08,2/1/1996,3004,256535,312,,
SCU_33-05,9/1/1980,3005,57434,210,,
SCU_34-08,1/1/1980,3006,134319,5400,,
SCU_33-33,6/1/2000,3007,2626,1558,,
SCU_33-33,6/1/2014,3007,3423,5192,,
SCU_33-33,7/1/1995,3008,223883,1130,,
SCU_33-05,10/1/1980,3009,68472,90,,
SCU_33-33,2/1/1998,3009,28522,2022,,
SRU_12-27,6/1/1991,3010,4469,18437,,
SCU_13-34,5/1/2000,3011,3947,1383,,
SCU_33-33,4/1/2001,3011,3998,1911,,
SRU_34-28,8/1/1970,3012,1312,12032,,
SCU_32A-09,1/1/1988,3012,205542,182,,
KGSF_1,4/1/1983,3013,176707,26266,,
SCU_14-34,4/1/1999,3014,116533,990,,
SRU_41A-15,11/1/2017,3014,1997,26962,,
SRU_23-15,3/1/1979,3015,7721,7626,,
SRU_21-27,6/1/1982,3015,54479,6861,,
SCU_24A-05,6/1/1993,3015,185380,153,,
SRU_21-22,2/1/1985,3016,40514,27502,,
SRU_41-33,9/1/1999,3016,21312,57569,,
SRU_34-10,4/1/1962,3017,923,1810,,
SRU_34-10,11/1/1960,3018,388,386,,
SRU_41A-15,10/1/1979,3018,6656,18000,,
SCU_11-16,7/1/1985,3019,136213,70,,
SCU_34-33,12/1/1982,3020,233876,127,,
KGSF_1,1/1/1983,3020,153926,27099,,
SCU_12A-10,6/1/1992,3020,394028,243,,
SCU_21A-04,1/1/1983,3022,173492,830,,
SCU_32-08,5/1/2003,3022,395,3765,,
SCU_34-08,11/1/1979,3023,157152,4611,,
KGSF_1,5/1/1983,3023,222180,28357,,
SRU_14A-33,1/1/1986,3024,211006,3868,,
SRU_41-33,1/1/2000,3024,26348,59169,,
SRU_21A-34,9/1/2001,3024,21871,34776,,
SRU_34-10,10/1/1981,3025,133026,22951,,
SRU_21-22,5/1/1963,3026,508,2017,,
SCU_323-09,2/1/1973,3026,97497,46,,
SRU_12-15,8/1/1977,3026,10740,13485,,
SCU_42B-05,8/1/1990,3026,278015,366,,
SCU_43B-08,8/1/1996,3026,235362,358,,
SCU_332-04,7/1/2002,3026,3759,3,,
SCU_343-33,12/1/1993,3027,88549,3174,,
SRU_41A-15,1/1/2014,3027,2791,27824,,
SCU_33-05,7/1/1979,3028,82716,87,,
SRU_23-27,3/1/1984,3029,164,26718,,
SCU_34-08,7/1/1969,3030,22149,452,,
SCU_43A-08,9/1/1985,3030,27745,282,,
SCU_41A-08,8/1/2015,3030,1991,6063,,
SRU_34-10,11/1/1983,3031,4742,31421,,
SRU_12-15,7/1/1987,3031,12015,17722,,
SRU_32A-33,10/1/2008,3031,15,35514,,
SCU_23-03,12/1/1971,3033,4704,12132,,
SCU_12A-03,10/1/1990,3034,415430,1019,,
SRU_21-22,3/1/1994,3035,2342,32844,,
SCU_12A-04,4/1/1994,3035,585485,204,,
SCU_34-09,6/1/1969,3036,2042,31,,
SCU_32A-05,9/1/1980,3036,117049,3300,,
SCU_41-05,5/1/1994,3036,469558,384,,
SCU_12A-03,3/1/1999,3036,161956,47416,,
SRU_41-33,7/1/2002,3036,16429,56263,,
SCU_33-33,11/1/1997,3037,19114,2017,,
SCU_41A-08,7/1/2001,3037,83283,333,,
SRU_21-15,6/1/1972,3039,1722,6458,,
SCU_33-05,8/1/1979,3039,84666,155,,
SCU_343-33,1/1/1993,3039,104548,4520,,
SCU_33-33,1/1/2011,3040,2036,3244,,
SRU_23-33,7/1/1991,3042,51453,1014,,
SCU_44B-33,12/1/2015,3042,4148,13153,,
SCU_33-33,4/1/1997,3043,38754,1208,,
SRU_21-27,8/1/1986,3044,9901,14396,,
SCU_33-33,4/1/2013,3044,3342,2815,,
SCU_21C-04,1/1/2016,3044,7569,897,,
SCU_33-05,6/1/1981,3046,47224,86,,
SCU_31-08,9/1/1992,3046,218816,241,,
SCU_31-08,12/1/1992,3046,212279,130,,
SCU_43A-04,5/1/1987,3047,375756,185,,
SCU_42B-05,11/1/1993,3047,338606,371,,
SCU_13-34,7/1/2003,3047,4498,1412,,
SCU_33-33,11/1/2013,3048,3199,3282,,
SCU_33-05,11/1/1981,3049,53181,594,,
SCU_34-09,2/1/1983,3049,107892,257,,
SRU_43A-15,8/1/1963,3050,917,1017,,
SCU_22B-04,9/1/2016,3050,875,1691,,
SRU_23-33,5/1/1991,3051,42336,660,,
SCU_43A-04,3/1/1988,3053,311505,84,,
SRU_12-15,12/1/1989,3054,10837,22430,,
SCU_33-05,9/1/1984,3055,31594,238,,
SRU_14A-33,2/1/1980,3056,96848,2750,,
SCU_24A-05,5/1/1993,3056,184187,149,,
SCU_13-09,1/1/1995,3056,668988,396,,
SRU_21A-34,7/1/1998,3056,18232,32224,,
SRU_13-27,9/1/2016,3056,1630,18317,,
SRU_23-15,3/1/1983,3058,,9355,,
SCU_24-09,4/1/1994,3058,494313,6947,,
SCU_24A-09,4/1/1994,3058,494313,6947,,
KGSF_1,5/1/1982,3059,185452,24655,,
SCU_14A-09,7/1/1982,3059,123864,51,,
SCU_22B-04,5/1/2016,3062,1320,1918,,
SCU_13-09,10/1/1994,3063,667266,379,,
SCU_34-05,7/1/1967,3064,2060,29,,
SCU_43-05,9/1/1970,3064,6757,32,,
SCU_12A-03,12/1/1992,3064,422810,1146,,
SRU_41A-15,12/1/2015,3064,164,32865,,
SCU_34-08,12/1/1988,3066,281627,3670,,
SCU_43-08,6/1/1963,3068,899,31,,
SCU_41-05,7/1/1992,3068,380101,361,,
SRU_41A-15,9/1/2017,3068,1900,27734,,
SRU_21-22,7/1/1965,3069,675,7161,,
SCU_43A-08,5/1/1983,3069,9869,638,,
SRU_34-10,8/1/1968,3070,945,31,,
SCU_43B-08,7/1/1996,3070,249460,581,,
SRU_21-27,5/1/1986,3072,8279,13983,,
SRU_21-27,7/1/1986,3072,8816,14162,,
SRU_21A-34,6/1/1995,3073,19591,49543,,
SCU_41A-08,9/1/2002,3073,8289,465,,
SRU_14B-27,9/1/2015,3073,10377,13257,,
SCU_41A-08,9/1/2015,3074,1237,4912,,
SCU_13-34,2/1/1999,3076,235,1665,,
SRU_14A-33,8/1/1981,3077,47111,5054,,
SCU_34-33,1/1/1982,3077,170376,109,,
SCU_13-34,9/1/1997,3077,11100,1224,,
SCU_332-04,9/1/2000,3077,362,18,,
SRU_21-22,8/1/1966,3079,740,5576,,
SCU_343-33,4/1/1993,3079,104360,3807,,
SRU_21A-34,3/1/2000,3079,25038,42682,,
SCU_33-33,8/1/2000,3079,2698,1574,,
SRU_32A-33,9/1/2008,3079,26,34966,,
SRU_13-27,10/1/2017,3080,420,20317,,
SCU_34-04,9/1/1997,3081,1487,5715,,
SCU_44B-33,2/1/2017,3081,10632,16972,,
SCU_34-09,6/1/1975,3082,84723,96,,
SCU_12A-10,3/1/1984,3082,246630,198,,
SRU_21A-34,5/1/2000,3083,60125,40087,,
SCU_33-33,9/1/2014,3083,4163,3606,,
SCU_34-08,11/1/1982,3084,120331,5430,,
SRU_23-27,2/1/1982,3085,43591,13633,,
SCU_13-34,2/1/1997,3085,9899,1067,,
SCU_13-34,2/1/2003,3085,3262,898,,
SCU_41A-08,10/1/2002,3087,5891,604,,
SRU_21-22,4/1/1982,3088,64095,24856,,
SCU_323-09,7/1/1997,3088,4922,63,,
SCU_34-04,8/1/1985,3089,292594,123,,
SCU_43-09,3/1/1987,3089,324335,314,,
SCU_21-03,6/1/1990,3089,390981,256,,
SRU_41-33,6/1/1999,3089,30772,53352,,
SRU_41-33,5/1/2002,3089,11495,59434,,
SCU_21-08,6/1/1990,3090,340646,3919,,
SRU_24-15,7/1/2013,3091,16166,27531,,
SCU_43A-08,5/1/1987,3093,55829,1299,,
SRU_43A-15,1/1/1963,3094,731,129,,
SRU_14A-33,2/1/1981,3094,67418,4816,,
SCU_34-08,12/1/1990,3094,304817,3296,,
SRU_21-22,2/1/1965,3095,745,4643,,
SRU_14A-33,1/1/1983,3096,93158,3427,,
SCU_34-33,7/1/1981,3097,176623,132,,
SCU_41A-08,8/1/2002,3097,7415,441,,
SCU_33-33,10/1/2014,3097,5109,3627,,
SRU_32A-15,1/1/1995,3098,6684,186,,
SRU_41-33,12/1/2002,3098,18948,54823,,
SCU_43-09,3/1/1989,3099,404479,289,,
SCU_12A-04,7/1/1994,3100,570215,300,,
SRU_21A-34,7/1/2002,3100,15811,42185,,
SRU_331-27,8/1/1961,3101,827,3100,,
SCU_314-03,11/1/1964,3101,888,10382,,
SRU_23-15,7/1/1979,3101,6036,6541,,
SCU_11-16,2/1/1985,3101,157035,98,,
SCU_21-03,1/1/1995,3101,491096,487,,
SCU_34-08,4/1/1967,3102,728,60,,
SCU_32A-05,9/1/1981,3102,88664,5319,,
SCU_13-34,7/1/1997,3102,8474,1696,,
SCU_24A-05,4/1/1993,3103,167102,113,,
SCU_21A-16,8/1/1983,3104,6990,124,,
SRU_41A-15,11/1/2016,3104,4872,29697,,
SCU_33-05,9/1/1982,3105,33979,137,,
SCU_44B-33,11/1/2015,3105,3272,12680,,
SCU_13-34,5/1/2003,3106,4169,1541,,
SRU_12-15,12/1/1985,3107,12607,19131,,
SRU_21-22,6/1/1963,3108,695,2072,,
SCU_43-09,4/1/1991,3109,404900,194,,
SCU_21B-16,3/1/1995,3109,263645,864,,
SCU_33-33,6/1/1995,3109,239906,1178,,
SCU_13-34,12/1/2008,3110,599,542,,
SRU_14A-33,6/1/1984,3112,221514,2745,,
SCU_33-08,3/1/1981,3113,120987,80,,
SCU_24-34,12/1/1985,3113,325419,1309,,
SCU_13-34,10/1/1998,3113,3108,1702,,
SRU_23-27,5/1/1983,3114,10207,32519,,
SRU_41-33,11/1/2000,3114,8323,67118,,
SCU_314-03,5/1/1964,3116,856,2876,,
SRU_21-27,4/1/1983,3116,20115,11123,,
SCU_12A-10,2/1/1993,3116,440659,267,,
SCU_12-03,3/1/1977,3118,118502,5670,,
SRU_23-15,8/1/1982,3118,5354,8866,,
SRU_32A-33,2/1/2005,3118,2334,30252,,
SCU_31-08,2/1/1992,3119,226318,129,,
SCU_44B-33,4/1/2017,3120,13045,21125,,
SCU_41-09,5/1/1965,3121,1039,1097,,
SCU_12A-03,9/1/1992,3121,440039,1048,,
SCU_34-08,4/1/1990,3122,294511,3681,,
SCU_14-34,7/1/1998,3123,59104,354,,
SRU_41A-15,8/1/2017,3123,2326,28799,,
SCU_41B-09,11/1/1991,3124,525206,256,,
SCU_34-08,5/1/1988,3125,222039,3737,,
SCU_13-34,12/1/1997,3125,4692,990,,
SCU_332-04,8/1/2002,3125,3577,40,,
SRU_14-22,10/1/1966,3126,794,427,,
SCU_314-03,8/1/1981,3126,149273,1596,,
SRU_21A-34,3/1/1996,3126,18678,47064,,
SRU_21-27,9/1/1984,3127,1490,9476,,
SCU_21B-16,12/1/1994,3127,330808,643,,
SRU_41A-15,12/1/2013,3127,1675,32624,,
SRU_21A-34,4/1/2002,3128,1516,41765,,
SCU_43-09,3/1/1982,3130,185625,623,,
SRU_43A-15,11/1/1964,3131,724,2087,,
SRU_21-34,4/1/1967,3133,2374,120,,
SRU_12-15,5/1/1979,3134,6851,15964,,
SCU_33-05,12/1/1981,3134,46030,1023,,
SRU_234-15,11/1/1969,3135,2212,12540,,
SCU_31-08,5/1/1989,3135,181867,843,,
SCU_12A-03,7/1/1991,3135,143186,,,
SRU_41-33,12/1/1999,3135,19578,58879,,
SCU_332-04,7/1/2005,3135,,25,,
SCU_21A-16,8/1/1978,3136,36140,124,,
SCU_332-04,8/1/2003,3136,1811,17,,
SRU_14B-27,5/1/2015,3137,9150,16079,,
SRU_41A-15,10/1/1980,3138,877,13590,,
SCU_42B-05,11/1/1992,3138,286406,335,,
SCU_33-05,5/1/1980,3139,77311,93,,
SCU_41A-08,12/1/2014,3139,2485,6591,,
SRU_23-15,6/1/1984,3142,432,8454,,
SCU_13-09,12/1/1994,3142,666555,456,,
SRU_21-22,6/1/1965,3143,746,5837,,
SRU_12-15,9/1/1983,3143,10717,19503,,
SRU_34-28,7/1/1982,3145,41012,9295,,
SRU_34-10,7/1/1981,3146,89702,18138,,
SRU_23-27,1/1/1982,3146,59404,17766,,
SCU_41-05,7/1/1994,3146,438218,460,,
SRU_32A-15,4/1/1996,3146,28543,163,,
SRU_41A-15,6/1/2013,3146,2482,30025,,
SCU_43A-08,11/1/1986,3147,191516,684,,
SRU_331-27,11/1/1959,3148,438,1870,,
SCU_34-08,4/1/1980,3149,118127,1056,,
SCU_41-05,12/1/1993,3149,483424,225,,
SCU_33A-08,1/1/1991,3150,286484,175,,
SRU_41-33,6/1/2002,3150,18886,53511,,
SRU_34-10,11/1/1981,3152,128741,23880,,
SRU_14B-27,1/1/2015,3152,9034,14712,,
SCU_43A-08,9/1/1983,3154,17369,389,,
SRU_41-33,4/1/2002,3154,3615,57584,,
SRU_13-27,4/1/2013,3154,6,1299,,
SCU_32-05,8/1/1962,3155,1636,166,,
SRU_14-22,2/1/1979,3155,2441,7532,,
SCU_33-33,7/1/2000,3155,3952,1781,,
SCU_14-34,9/1/1982,3157,277004,7297,,
SCU_13-34,4/1/1999,3157,20435,1585,,
SCU_13-34,11/1/1996,3158,14931,1250,,
SCU_43-09,4/1/1982,3159,180461,630,,
SCU_44B-33,3/1/2016,3159,6228,14330,,
SCU_33-33,2/1/2000,3160,3313,1404,,
SRU_331-27,2/1/2014,3160,3861,15157,,
SCU_13-34,10/1/1982,3161,135850,1637,,
SCU_21-08,7/1/1991,3161,422565,5610,,
SCU_33-05,12/1/1979,3163,268866,93,,
SCU_21B-16,2/1/1995,3164,291868,835,,
SCU_32-08,3/1/1996,3164,77610,507,,
SCU_33-33,8/1/2014,3164,4591,4133,,
SCU_32-05,7/1/1962,3165,1765,167,,
SRU_23-15,6/1/1980,3165,14060,5550,,
SCU_41A-08,11/1/2002,3165,1115,593,,
SCU_314-03,4/1/1971,3166,26701,65,,
SRU_23-33,9/1/1983,3166,89012,2706,,
SCU_21A-09,11/1/2006,3166,306,39,,
SRU_21-15,6/1/1966,3167,784,8424,,
SCU_12A-10,9/1/1993,3171,498844,359,,
SCU_314-03,4/1/1981,3172,166935,2084,,
SCU_41-05,6/1/1993,3172,429493,558,,
SCU_33-33,12/1/2004,3172,5310,1602,,
SCU_21A-09,1/1/2007,3172,,41,,
SRU_41A-15,3/1/1979,3173,14325,15934,,
SCU_42A-05,7/1/1983,3175,219919,8325,,
SRU_234-15,11/1/1964,3176,784,7411,,
SCU_24A-05,3/1/1993,3176,169742,85,,
SCU_34-09,2/1/1997,3176,341246,1997,,
SCU_12-03,6/1/1979,3177,123112,1970,,
SRU_21-22,10/1/1983,3177,3849,25858,,
SRU_23-15,4/1/1974,3178,8227,5208,,
SCU_43A-04,6/1/1996,3178,1456,241,,
SRU_21-27,1/1/1982,3179,42402,9520,,
SCU_43A-04,6/1/1990,3179,400382,242,,
SRU_41-33,8/1/2002,3180,12886,55101,,
SCU_31-08,7/1/1992,3181,240370,212,,
SCU_33A-08,8/1/2000,3182,973,3443,,
SCU_12A-04,3/1/1993,3183,385416,162,,
SCU_24-09,4/1/1988,3185,326870,364,,
SCU_24A-09,4/1/1988,3185,326870,364,,
SRU_32A-33,4/1/2006,3185,350,30102,,
SRU_12-15,2/1/1979,3186,15746,15456,,
SCU_42B-05,2/1/1994,3186,327122,368,,
SRU_14-22,11/1/1963,3187,518,4781,,
SCU_12A-03,8/1/1998,3187,186743,41539,,
SCU_21-03,6/1/1991,3188,449442,245,,
SCU_21-16,2/1/1972,3189,48042,19,,
SCU_34-08,1/1/1989,3189,272844,3541,,
SCU_33A-08,1/1/1993,3189,109436,162,,
SRU_23-22,11/1/1975,3190,4252,10830,,
SCU_12-03,1/1/1977,3191,123393,5670,,
SCU_34-33,2/1/1981,3192,203514,324,,
SCU_21C-04,9/1/2017,3192,124692,651,,
SRU_23-27,4/1/1982,3193,35552,12628,,
SCU_21-03,3/1/1991,3193,403702,260,,
SCU_34-09,8/1/1997,3193,314717,4824,,
SRU_41-33,5/1/2003,3193,20368,62856,,
SRU_21-22,1/1/1965,3194,770,9582,,
SCU_32-08,4/1/1977,3194,103441,80,,
SRU_14A-33,4/1/1985,3196,188481,3075,,
SCU_34-33,5/1/1983,3197,265992,159,,
SCU_21A-16,7/1/1983,3197,5133,124,,
SCU_33A-08,1/1/1992,3197,154611,190,,
SRU_12-27,3/1/1990,3198,7107,32262,,
SCU_21-03,6/1/1994,3198,459564,380,,
SCU_33-33,5/1/2000,3199,3276,1559,,
SCU_41A-08,4/1/2002,3199,6647,363,,
SCU_321-09,8/1/1970,3200,26348,34,,
SRU_23-15,1/1/1979,3200,7216,6355,,
SCU_34-08,9/1/1988,3200,237083,4252,,
SRU_21-22,1/1/1991,3200,,38069,,
SCU_33-05,7/1/1994,3200,23840,66,,
SRU_234-15,6/1/1971,3201,11823,12804,,
SRU_23-33,2/1/1974,3202,39832,1048,,
SCU_13-09,9/1/1994,3202,727432,382,,
SRU_23-33,5/1/1962,3203,1169,317,,
SCU_43A-04,1/1/1976,3203,87135,2067,,
SCU_21A-04,8/1/1982,3204,168128,1415,,
SCU_43A-04,1/1/1991,3204,454816,270,,
SCU_21C-04,11/1/2015,3204,4479,859,,
SRU_41A-15,5/1/1976,3205,4569,12525,,
SCU_41B-09,12/1/1991,3205,534925,233,,
SRU_14-22,1/1/1980,3206,17499,11340,,
SRU_23-15,5/1/1980,3206,55,10775,,
SCU_13-34,10/1/1997,3206,7227,1457,,
SRU_23-22,5/1/1975,3207,5350,14694,,
SCU_14-34,2/1/1982,3207,223180,6023,,
SRU_14A-33,4/1/1984,3207,151012,1000,,
SCU_13-34,5/1/1998,3207,6038,1608,,
SRU_23-22,4/1/1979,3208,7317,10770,,
SRU_21-27,11/1/1983,3208,9320,9891,,
SCU_23B-03,8/1/1985,3208,292594,154,,
SCU_34-08,10/1/1985,3209,135711,3975,,
SCU_33-33,3/1/2003,3209,4339,2858,,
SCU_41-05,9/1/1991,3212,383069,543,,
SRU_21-27,10/1/1984,3213,9283,10311,,
SRU_14A-33,7/1/1980,3214,129985,6789,,
SCU_34-08,9/1/1987,3215,206996,3670,,
SCU_332-04,5/1/2005,3215,73,,,
SCU_43A-08,9/1/1976,3216,99649,2130,,
SCU_343-33,3/1/1993,3216,115149,3787,,
SCU_43B-08,1/1/1996,3216,271007,352,,
SCU_32-08,7/1/2005,3216,226,659,,
SCU_33-33,2/1/1995,3217,234848,845,,
SRU_23-27,10/1/1982,3218,52353,17794,,
SCU_43B-08,2/1/1994,3219,357754,130,,
SCU_332-04,12/1/2004,3220,448,,,
SCU_32-08,4/1/2006,3220,1279,374,,
SCU_43-09,4/1/1994,3221,602713,448,,
SCU_12A-04,8/1/1994,3221,598699,222,,
SCU_13-34,3/1/1997,3222,8853,1096,,
SCU_13-34,8/1/1997,3222,11520,1548,,
SRU_12-15,11/1/1982,3225,65903,6709,,
SCU_21-03,6/1/1988,3225,368721,192,,
SCU_43B-08,5/1/1996,3225,269348,356,,
SCU_33-33,1/1/1998,3225,19583,1916,,
SRU_41-33,1/1/1999,3225,28333,63047,,
SRU_13-27,3/1/2017,3225,4212,17509,,
SRU_14-22,9/1/1966,3228,993,475,,
SCU_41A-08,8/1/1995,3228,13672,523,,
SCU_34-04,9/1/1995,3228,2654,,,
SCU_12A-10,12/1/1981,3229,165315,3235,,
SRU_21A-34,4/1/2000,3229,24226,41900,,
SRU_23-27,7/1/1983,3230,1606,28425,,
SCU_12A-03,10/1/1991,3231,386244,847,,
SRU_21-27,11/1/1988,3232,10884,19023,,
SCU_43A-08,3/1/1987,3234,49481,1027,,
SCU_34-08,7/1/1988,3234,249696,3634,,
SCU_42B-05,9/1/1992,3234,385578,332,,
SRU_41-33,8/1/2001,3234,23679,65400,,
SCU_21A-09,3/1/2007,3234,2281,,,
SCU_34-08,2/1/1988,3235,255941,3772,,
SCU_31-08,4/1/1992,3235,253901,300,,
SCU_43-09,4/1/1989,3236,415126,354,,
SCU_34-09,7/1/1997,3236,353615,4012,,
SCU_32-08,8/1/2003,3236,898,2376,,
SRU_23-33,2/1/1981,3238,98263,2604,,
SCU_43A-08,4/1/1982,3238,21601,459,,
SRU_23-15,9/1/1977,3240,6088,6690,,
SRU_23-15,8/1/1979,3242,8478,7037,,
SRU_14B-27,11/1/2014,3242,10358,13872,,
SCU_12A-10,7/1/1986,3243,349603,213,,
SRU_41-33,7/1/1999,3243,18338,51170,,
SRU_23-15,11/1/1980,3244,3934,6180,,
SCU_13-34,1/1/1982,3246,184146,120,,
SCU_43-09,7/1/1982,3246,214279,756,,
SCU_43-09,11/1/1982,3246,209702,848,,
SCU_43B-08,3/1/1996,3246,282263,376,,
SCU_34-04,8/1/1997,3246,4714,7178,,
SCU_41A-08,2/1/2002,3246,2639,311,,
SCU_21A-09,9/1/2006,3246,,77,,
SCU_31-16,1/1/1974,3248,41863,112,,
SCU_41-05,6/1/1984,3248,288974,535,,
SRU_23-15,6/1/1975,3249,2924,3280,,
SRU_14A-33,8/1/1983,3249,128555,2367,,
SCU_21-03,7/1/1994,3249,481223,365,,
SCU_13-34,7/1/1998,3250,6984,1371,,
SCU_21C-04,2/1/2016,3251,8134,859,,
SCU_34-33,3/1/1983,3252,257558,249,,
SCU_33-33,1/1/2015,3252,3699,3785,,
SCU_41A-08,5/1/2015,3252,1519,5347,,
SRU_21-15,5/1/1968,3253,29985,1210,,
SRU_23-33,2/1/1980,3253,65787,1196,,
SRU_21-15,5/1/1966,3255,822,8482,,
SRU_12-15,3/1/1980,3255,8259,17550,,
SCU_33-33,3/1/2000,3255,8064,1579,,
SCU_34-08,7/1/1990,3257,300541,3392,,
